county,year,month,rainfall_mm,temp_c
Bungoma,2017,9,348.59999999999997,21.45
Bungoma,2017,10,205.22,21.76
Bungoma,2017,11,219.60000000000002,21.53
Bungoma,2017,12,18.91,21.82
Bungoma,2018,1,12.09,21.95
Bungoma,2018,2,68.04,24.37
Bungoma,2018,3,287.98999999999995,21.69
Bungoma,2018,4,420.3,20.5
Bungoma,2018,5,279.0,20.71
Bungoma,2018,6,158.7,20.25
Bungoma,2018,7,99.82000000000001,19.96
Bungoma,2018,8,148.49,20.51
Bungoma,2018,9,220.5,22.04
Bungoma,2018,10,159.65,21.57
Bungoma,2018,11,145.8,22.02
Bungoma,2018,12,146.94,21.86
Bungoma,2019,1,22.32,22.46
Bungoma,2019,2,38.64,23.93
Bungoma,2019,3,51.46,24.46
Bungoma,2019,4,227.4,23.89
Bungoma,2019,5,330.15000000000003,21.86
Bungoma,2019,6,224.1,20.47
Bungoma,2019,7,177.32,20.39
Bungoma,2019,8,241.49,20.84
Bungoma,2019,9,180.9,21.49
Bungoma,2019,10,356.81,21.47
Bungoma,2019,11,224.70000000000002,21.26
Bungoma,2019,12,281.48,21.09
Bungoma,2020,1,208.94,21.86
Bungoma,2020,2,135.72,22.53
Bungoma,2020,3,452.29,22.29
Bungoma,2020,4,261.90000000000003,21.63
Bungoma,2020,5,296.98,21.11
Bungoma,2020,6,282.6,20.1
Bungoma,2020,7,164.92000000000002,19.51
Bungoma,2020,8,252.65,20.47
Bungoma,2020,9,508.5,21.13
Bungoma,2020,10,230.02,21.11
Bungoma,2020,11,312.6,21.65
Bungoma,2020,12,87.73,21.6
Bungoma,2021,1,75.95,21.58
Bungoma,2021,2,20.439999999999998,22.19
Bungoma,2021,3,33.17,23.18
Bungoma,2021,4,190.8,21.97
Bungoma,2021,5,193.75,21.24
Bungoma,2021,6,52.5,21.1
Bungoma,2021,7,57.35,20.46
Bungoma,2021,8,92.69000000000001,21.52
Bungoma,2021,9,252.0,21.15
Bungoma,2021,10,123.38,22.32
Bungoma,2021,11,98.1,22.64
Bungoma,2021,12,75.64,22.73
Bungoma,2022,1,79.05,22.73
Bungoma,2022,2,27.439999999999998,23.86
Bungoma,2022,3,94.86,25.63
Bungoma,2022,4,146.1,23.25
Bungoma,2022,5,256.68,21.53
Bungoma,2022,6,103.2,20.77
Bungoma,2022,7,94.86,21.09
Bungoma,2022,8,188.48,20.72
Bungoma,2022,9,267.3,21.57
Bungoma,2022,10,177.94,21.74
Bungoma,2022,11,89.10000000000001,21.84
Bungoma,2022,12,78.74,22.18
Bungoma,2023,1,8.680000000000001,23.38
Bungoma,2023,2,12.32,25.56
Bungoma,2023,3,529.17,23.1
Bungoma,2023,4,258.29999999999995,21.98
Bungoma,2023,5,202.11999999999998,21.92
Bungoma,2023,6,276.0,21.16
Bungoma,2023,7,129.89000000000001,20.97
Bungoma,2023,8,122.14,21.95
Bungoma,2023,9,223.5,22.12
Bungoma,2023,10,130.20000000000002,22.76
Bungoma,2023,11,291.3,21.88
Bungoma,2023,12,64.17,22.27
Bungoma,2024,1,109.12,22.07
Bungoma,2024,2,54.230000000000004,23.53
Bungoma,2024,3,59.519999999999996,24.33
Bungoma,2024,4,301.2,22.39
Bungoma,2024,5,281.48,22.31
Bungoma,2024,6,226.5,21.37
Bungoma,2024,7,126.48,20.83
Bungoma,2024,8,128.96,21.45
Bungoma,2024,9,178.20000000000002,22.22
Bungoma,2024,10,228.16,22.13
Bungoma,2024,11,257.7,21.83
Bungoma,2024,12,90.52,22.0
Narok,2010,1,134.54,17.67
Narok,2010,2,157.36,18.63
Narok,2010,3,222.89000000000001,18.08
Narok,2010,4,186.0,17.65
Narok,2010,5,168.95000000000002,16.84
Narok,2010,6,58.5,15.74
Narok,2010,7,32.86,15.01
Narok,2010,8,60.14,16.15
Narok,2010,9,108.3,16.64
Narok,2010,10,120.28,17.32
Narok,2010,11,82.2,17.59
Narok,2010,12,79.98,18.15
Narok,2011,1,49.6,19.2
Narok,2011,2,53.48,19.87
Narok,2011,3,148.49,20.06
Narok,2011,4,103.2,18.84
Narok,2011,5,130.82,17.15
Narok,2011,6,90.3,16.71
Narok,2011,7,41.85,16.38
Narok,2011,8,104.16,16.23
Narok,2011,9,88.2,17.24
Narok,2011,10,119.66,17.76
Narok,2011,11,229.5,17.2
Narok,2011,12,79.98,17.73
Narok,2012,1,17.05,18.62
Narok,2012,2,23.490000000000002,20.06
Narok,2012,3,34.410000000000004,20.99
Narok,2012,4,292.5,17.57
Narok,2012,5,260.40000000000003,16.39
Narok,2012,6,97.5,15.13
Narok,2012,7,35.96,15.25
Narok,2012,8,75.95,15.72
Narok,2012,9,68.1,16.54
Narok,2012,10,116.25,17.53
Narok,2012,11,137.10000000000002,17.76
Narok,2012,12,177.94,17.77
Narok,2013,1,66.03,18.21
Narok,2013,2,8.96,19.97
Narok,2013,3,154.69,19.59
Narok,2013,4,354.6,17.21
Narok,2013,5,83.7,16.05
Narok,2013,6,54.0,15.4
Narok,2013,7,55.800000000000004,15.24
Narok,2013,8,61.38,15.66
Narok,2013,9,123.60000000000001,17.0
Narok,2013,10,39.99,17.76
Narok,2013,11,105.0,17.91
Narok,2013,12,149.10999999999999,17.5
Narok,2014,1,16.740000000000002,19.63
Narok,2014,2,75.32,19.02
Narok,2014,3,145.39000000000001,19.42
Narok,2014,4,75.6,18.64
Narok,2014,5,84.32000000000001,17.74
Narok,2014,6,53.1,17.0
Narok,2014,7,41.54,16.89
Narok,2014,8,73.47,16.92
Narok,2014,9,48.0,17.43
Narok,2014,10,91.14,18.54
Narok,2014,11,130.8,18.35
Narok,2014,12,76.57000000000001,18.52
Narok,2015,1,21.389999999999997,20.08
Narok,2015,2,13.719999999999999,21.82
Narok,2015,3,44.64,21.24
Narok,2015,4,170.39999999999998,18.78
Narok,2015,5,98.89,17.25
Narok,2015,6,93.60000000000001,16.49
Narok,2015,7,24.490000000000002,16.79
Narok,2015,8,18.599999999999998,17.39
Narok,2015,9,24.9,18.6
Narok,2015,10,53.94,19.9
Narok,2015,11,144.29999999999998,18.77
Narok,2015,12,177.32,18.21
Narok,2016,1,147.56,18.85
Narok,2016,2,15.66,20.11
Narok,2016,3,28.21,21.61
Narok,2016,4,300.59999999999997,18.84
Narok,2016,5,94.55,16.93
Narok,2016,6,39.900000000000006,16.2
Narok,2016,7,32.550000000000004,15.94
Narok,2016,8,21.080000000000002,16.83
Narok,2016,9,57.9,17.62
Narok,2016,10,49.910000000000004,18.9
Narok,2016,11,81.9,18.66
Narok,2016,12,6.51,19.65
Narok,2017,1,11.78,21.11
Narok,2017,2,15.959999999999999,21.96
Narok,2017,3,31.31,22.5
Narok,2017,4,64.2,20.19
Narok,2017,5,89.59,18.21
Narok,2017,6,12.6,17.96
Narok,2017,7,102.3,16.89
Narok,2017,8,44.33,17.31
Narok,2017,9,83.39999999999999,17.49
Narok,2017,10,86.8,18.8
Narok,2017,11,139.2,18.15
Narok,2017,12,15.81,19.34
Narok,2018,1,22.009999999999998,19.74
Narok,2018,2,19.599999999999998,21.62
Narok,2018,3,203.04999999999998,18.05
Narok,2018,4,402.6,16.99
Narok,2018,5,183.21,16.21
Narok,2018,6,72.0,15.5
Narok,2018,7,49.910000000000004,14.58
Narok,2018,8,78.12,15.37
Narok,2018,9,13.2,16.68
Narok,2018,10,37.199999999999996,18.0
Narok,2018,11,60.0,19.08
Narok,2018,12,142.6,18.3
Narok,2019,1,19.53,19.68
Narok,2019,2,12.88,21.28
Narok,2019,3,8.680000000000001,22.78
Narok,2019,4,134.1,21.33
Narok,2019,5,56.11,18.34
Narok,2019,6,178.5,16.67
Narok,2019,7,39.99,16.41
Narok,2019,8,81.84,17.04
Narok,2019,9,47.7,17.71
Narok,2019,10,133.60999999999999,18.28
Narok,2019,11,231.0,18.37
Narok,2019,12,429.65999999999997,17.68
Narok,2020,1,296.36,17.79
Narok,2020,2,150.51000000000002,18.11
Narok,2020,3,255.13000000000002,18.06
Narok,2020,4,314.1,17.44
Narok,2020,5,76.88,16.51
Narok,2020,6,122.99999999999999,15.34
Narok,2020,7,25.73,14.62
Narok,2020,8,55.18,15.86
Narok,2020,9,217.20000000000002,16.42
Narok,2020,10,71.92,17.04
Narok,2020,11,160.8,17.89
Narok,2020,12,80.91,17.89
Narok,2021,1,63.55,17.89
Narok,2021,2,124.03999999999999,18.25
Narok,2021,3,32.86,19.39
Narok,2021,4,141.0,18.34
Narok,2021,5,183.21,17.33
Narok,2021,6,11.4,16.33
Narok,2021,7,38.75,15.54
Narok,2021,8,57.660000000000004,16.83
Narok,2021,9,51.6,17.89
Narok,2021,10,44.33,19.36
Narok,2021,11,58.8,19.85
Narok,2021,12,46.19,19.06
Narok,2022,1,86.17999999999999,19.42
Narok,2022,2,57.68,20.07
Narok,2022,3,60.14,21.66
Narok,2022,4,98.7,19.39
Narok,2022,5,82.46000000000001,18.36
Narok,2022,6,43.199999999999996,16.36
Narok,2022,7,84.01,16.01
Narok,2022,8,74.39999999999999,16.25
Narok,2022,9,71.7,17.18
Narok,2022,10,8.680000000000001,18.84
Narok,2022,11,90.3,18.53
Narok,2022,12,48.36,19.35
Narok,2023,1,5.89,20.24
Narok,2023,2,13.44,21.94
Narok,2023,3,124.30999999999999,20.31
Narok,2023,4,115.19999999999999,18.93
Narok,2023,5,89.28,17.83
Narok,2023,6,57.3,17.53
Narok,2023,7,15.19,17.05
Narok,2023,8,34.1,17.85
Narok,2023,9,75.0,18.97
Narok,2023,10,44.019999999999996,20.04
Narok,2023,11,205.5,18.55
Narok,2023,12,115.01,19.12
Narok,2024,1,339.76000000000005,18.21
Narok,2024,2,89.61,18.72
Narok,2024,3,209.56,19.06
Narok,2024,4,376.2,17.87
Narok,2024,5,235.29,17.47
Narok,2024,6,74.10000000000001,15.79
Narok,2024,7,75.95,15.89
Narok,2024,8,30.07,15.92
Narok,2024,9,29.4,17.09
Narok,2024,10,26.04,18.36
Narok,2024,11,174.0,18.8
Narok,2024,12,94.86,18.26
Nyeri,2010,1,63.86,16.55
Nyeri,2010,2,101.08,17.47
Nyeri,2010,3,170.5,17.31
Nyeri,2010,4,173.1,17.14
Nyeri,2010,5,159.65,16.28
Nyeri,2010,6,45.6,15.5
Nyeri,2010,7,57.35,14.8
Nyeri,2010,8,89.28,15.06
Nyeri,2010,9,87.6,15.62
Nyeri,2010,10,107.26,16.38
Nyeri,2010,11,117.9,16.31
Nyeri,2010,12,59.519999999999996,16.51
Nyeri,2011,1,18.91,17.43
Nyeri,2011,2,38.36,18.06
Nyeri,2011,3,98.58,18.23
Nyeri,2011,4,105.0,17.59
Nyeri,2011,5,106.64,16.73
Nyeri,2011,6,101.10000000000001,16.0
Nyeri,2011,7,61.69,15.51
Nyeri,2011,8,119.35000000000001,15.06
Nyeri,2011,9,75.3,16.08
Nyeri,2011,10,225.68,16.28
Nyeri,2011,11,211.79999999999998,16.18
Nyeri,2011,12,44.019999999999996,15.81
Nyeri,2012,1,4.6499999999999995,16.29
Nyeri,2012,2,12.18,17.45
Nyeri,2012,3,16.12,18.6
Nyeri,2012,4,271.2,16.86
Nyeri,2012,5,213.9,15.75
Nyeri,2012,6,87.0,14.88
Nyeri,2012,7,59.519999999999996,14.69
Nyeri,2012,8,88.03999999999999,14.86
Nyeri,2012,9,58.5,15.77
Nyeri,2012,10,151.59,16.41
Nyeri,2012,11,153.9,16.52
Nyeri,2012,12,121.52,16.16
Nyeri,2013,1,40.61,16.93
Nyeri,2013,2,4.48,18.26
Nyeri,2013,3,109.42999999999999,18.23
Nyeri,2013,4,287.7,16.69
Nyeri,2013,5,65.41,15.56
Nyeri,2013,6,60.3,14.86
Nyeri,2013,7,87.73,14.76
Nyeri,2013,8,66.96000000000001,14.78
Nyeri,2013,9,85.5,16.21
Nyeri,2013,10,39.37,16.93
Nyeri,2013,11,141.0,16.54
Nyeri,2013,12,128.65,16.08
Nyeri,2014,1,8.99,17.59
Nyeri,2014,2,75.04,17.78
Nyeri,2014,3,87.42,17.75
Nyeri,2014,4,118.5,17.17
Nyeri,2014,5,95.78999999999999,16.48
Nyeri,2014,6,54.6,16.0
Nyeri,2014,7,50.220000000000006,15.58
Nyeri,2014,8,101.05999999999999,15.36
Nyeri,2014,9,53.4,16.11
Nyeri,2014,10,100.13,17.1
Nyeri,2014,11,144.9,16.58
Nyeri,2014,12,71.92,16.61
Nyeri,2015,1,21.389999999999997,17.39
Nyeri,2015,2,38.080000000000005,18.43
Nyeri,2015,3,106.33,17.92
Nyeri,2015,4,335.7,17.14
Nyeri,2015,5,170.81,16.12
Nyeri,2015,6,48.9,15.84
Nyeri,2015,7,59.21,15.12
Nyeri,2015,8,44.64,15.53
Nyeri,2015,9,22.2,16.77
Nyeri,2015,10,195.29999999999998,16.95
Nyeri,2015,11,273.0,16.56
Nyeri,2015,12,141.35999999999999,16.25
Nyeri,2016,1,113.77,16.64
Nyeri,2016,2,28.13,17.11
Nyeri,2016,3,88.97,18.2
Nyeri,2016,4,284.7,17.5
Nyeri,2016,5,159.03,16.07
Nyeri,2016,6,70.5,15.08
Nyeri,2016,7,30.07,14.72
Nyeri,2016,8,57.970000000000006,14.87
Nyeri,2016,9,34.8,15.97
Nyeri,2016,10,42.160000000000004,16.86
Nyeri,2016,11,263.4,16.27
Nyeri,2016,12,34.1,15.97
Nyeri,2017,1,17.669999999999998,16.59
Nyeri,2017,2,59.92,17.38
Nyeri,2017,3,35.339999999999996,18.72
Nyeri,2017,4,205.2,17.42
Nyeri,2017,5,194.36999999999998,16.21
Nyeri,2017,6,46.5,15.85
Nyeri,2017,7,85.55999999999999,15.54
Nyeri,2017,8,92.69000000000001,15.47
Nyeri,2017,9,99.6,15.98
Nyeri,2017,10,220.41,16.72
Nyeri,2017,11,216.0,15.95
Nyeri,2017,12,44.019999999999996,15.75
Nyeri,2018,1,20.150000000000002,16.58
Nyeri,2018,2,26.32,17.36
Nyeri,2018,3,332.32,16.38
Nyeri,2018,4,633.6,16.09
Nyeri,2018,5,246.14000000000001,15.36
Nyeri,2018,6,95.7,14.53
Nyeri,2018,7,58.9,13.61
Nyeri,2018,8,51.15,14.04
Nyeri,2018,9,42.9,14.96
Nyeri,2018,10,88.03999999999999,15.68
Nyeri,2018,11,111.60000000000001,16.2
Nyeri,2018,12,143.22,15.9
Nyeri,2019,1,32.24,16.06
Nyeri,2019,2,12.6,17.13
Nyeri,2019,3,34.720000000000006,18.53
Nyeri,2019,4,71.10000000000001,18.69
Nyeri,2019,5,99.82000000000001,16.88
Nyeri,2019,6,104.10000000000001,16.34
Nyeri,2019,7,54.87,15.73
Nyeri,2019,8,61.69,16.07
Nyeri,2019,9,72.30000000000001,16.71
Nyeri,2019,10,337.59000000000003,16.35
Nyeri,2019,11,270.3,16.51
Nyeri,2019,12,236.84,16.47
Nyeri,2020,1,108.5,16.12
Nyeri,2020,2,80.33,16.55
Nyeri,2020,3,123.07000000000001,17.48
Nyeri,2020,4,424.8,16.77
Nyeri,2020,5,104.78,15.73
Nyeri,2020,6,126.6,14.85
Nyeri,2020,7,65.10000000000001,14.22
Nyeri,2020,8,74.39999999999999,14.93
Nyeri,2020,9,128.4,15.29
Nyeri,2020,10,152.52,16.03
Nyeri,2020,11,220.8,16.28
Nyeri,2020,12,80.60000000000001,15.61
Nyeri,2021,1,54.87,15.72
Nyeri,2021,2,82.60000000000001,16.51
Nyeri,2021,3,149.10999999999999,16.85
Nyeri,2021,4,152.7,16.8
Nyeri,2021,5,176.70000000000002,15.97
Nyeri,2021,6,19.8,15.08
Nyeri,2021,7,82.77,14.38
Nyeri,2021,8,49.29,15.1
Nyeri,2021,9,37.8,16.33
Nyeri,2021,10,88.66,17.05
Nyeri,2021,11,126.6,17.1
Nyeri,2021,12,180.73,15.87
Nyeri,2022,1,49.6,16.1
Nyeri,2022,2,47.32,17.58
Nyeri,2022,3,149.10999999999999,17.77
Nyeri,2022,4,279.0,17.24
Nyeri,2022,5,71.92,16.63
Nyeri,2022,6,40.2,15.31
Nyeri,2022,7,99.51,14.64
Nyeri,2022,8,137.64000000000001,14.79
Nyeri,2022,9,282.9,15.18
Nyeri,2022,10,42.779999999999994,15.81
Nyeri,2022,11,214.8,15.8
Nyeri,2022,12,75.95,15.75
Nyeri,2023,1,42.779999999999994,15.44
Nyeri,2023,2,19.599999999999998,17.21
Nyeri,2023,3,124.30999999999999,17.3
Nyeri,2023,4,409.5,16.44
Nyeri,2023,5,142.6,16.08
Nyeri,2023,6,167.7,15.49
Nyeri,2023,7,56.11,14.95
Nyeri,2023,8,78.42999999999999,15.22
Nyeri,2023,9,63.3,17.02
Nyeri,2023,10,243.04,16.94
Nyeri,2023,11,429.6,16.03
Nyeri,2023,12,80.91,16.43
Nyeri,2024,1,132.06,16.29
Nyeri,2024,2,153.7,16.81
Nyeri,2024,3,89.89999999999999,17.5
Nyeri,2024,4,603.3,17.07
Nyeri,2024,5,330.46,16.68
Nyeri,2024,6,41.1,15.05
Nyeri,2024,7,99.82000000000001,15.03
Nyeri,2024,8,63.55,14.94
Nyeri,2024,9,57.0,15.66
Nyeri,2024,10,54.56,16.32
Nyeri,2024,11,331.5,16.74
Nyeri,2024,12,76.88,16.03
